"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"11/11/2020","11/08/2020","Actual","ALB",71,35,56,35
"11/11/2020","11/08/2020","Actual","ART",65,39,54,38
"11/11/2020","11/08/2020","Actual","BGM",68,48,53,44
"11/11/2020","11/08/2020","Actual","BUF",70,46,55,42
"11/11/2020","11/08/2020","Actual","ELM",74,30,57,30
"11/11/2020","11/08/2020","Actual","ELZ",71,43,54,41
"11/11/2020","11/08/2020","Actual","FOK",74,36,58,36
"11/11/2020","11/08/2020","Actual","FRG",76,47,59,44
"11/11/2020","11/08/2020","Actual","GFL",69,32,56,32
"11/11/2020","11/08/2020","Actual","HPN",73,46,55,44
"11/11/2020","11/08/2020","Actual","IAG",70,39,55,38
"11/11/2020","11/08/2020","Actual","ISP",76,45,58,44
"11/11/2020","11/08/2020","Actual","ITH",72,41,56,40
"11/11/2020","11/08/2020","Actual","JFK",72,49,58,47
"11/11/2020","11/08/2020","Actual","LGA",76,56,57,49
"11/11/2020","11/08/2020","Actual","MSS",70,44,56,42
"11/11/2020","11/08/2020","Actual","MSV",72,39,56,38
"11/11/2020","11/08/2020","Actual","NYC",74,56,57,49
"11/11/2020","11/08/2020","Actual","PLB",69,45,57,43
"11/11/2020","11/08/2020","Actual","POU",75,36,57,35
"11/11/2020","11/08/2020","Actual","ROC",72,43,56,41
"11/11/2020","11/08/2020","Actual","SLK",68,30,54,30
"11/11/2020","11/08/2020","Actual","SWF",73,43,57,43
"11/11/2020","11/08/2020","Actual","SYR",73,39,57,37
"11/11/2020","11/08/2020","Actual","UCA",69,35,55,35
"11/11/2020","11/09/2020","Actual","ALB",67,35,54,35
"11/11/2020","11/09/2020","Actual","ART",69,35,56,34
"11/11/2020","11/09/2020","Actual","BGM",71,46,55,42
"11/11/2020","11/09/2020","Actual","BUF",75,50,57,45
"11/11/2020","11/09/2020","Actual","ELM",76,31,59,30
"11/11/2020","11/09/2020","Actual","ELZ",75,46,54,41
"11/11/2020","11/09/2020","Actual","FOK",71,35,59,34
"11/11/2020","11/09/2020","Actual","FRG",74,47,58,45
"11/11/2020","11/09/2020","Actual","GFL",67,31,54,30
"11/11/2020","11/09/2020","Actual","HPN",75,44,56,43
"11/11/2020","11/09/2020","Actual","IAG",74,41,57,40
"11/11/2020","11/09/2020","Actual","ISP",73,44,58,43
"11/11/2020","11/09/2020","Actual","ITH",76,43,58,41
"11/11/2020","11/09/2020","Actual","JFK",73,45,59,43
"11/11/2020","11/09/2020","Actual","LGA",77,53,59,50
"11/11/2020","11/09/2020","Actual","MSS",71,38,56,36
"11/11/2020","11/09/2020","Actual","MSV",72,37,57,36
"11/11/2020","11/09/2020","Actual","NYC",74,54,59,49
"11/11/2020","11/09/2020","Actual","PLB",68,39,56,38
"11/11/2020","11/09/2020","Actual","POU",77,35,58,34
"11/11/2020","11/09/2020","Actual","ROC",77,45,59,42
"11/11/2020","11/09/2020","Actual","SLK",69,28,55,28
"11/11/2020","11/09/2020","Actual","SWF",75,39,58,39
"11/11/2020","11/09/2020","Actual","SYR",75,39,58,37
"11/11/2020","11/09/2020","Actual","UCA",73,35,57,35
"11/11/2020","11/10/2020","Actual","ALB",70,34,61,34
"11/11/2020","11/10/2020","Actual","ART",75,58,61,52
"11/11/2020","11/10/2020","Actual","BGM",71,53,59,52
"11/11/2020","11/10/2020","Actual","BUF",77,54,63,48
"11/11/2020","11/10/2020","Actual","ELM",77,35,63,35
"11/11/2020","11/10/2020","Actual","ELZ",73,55,59,52
"11/11/2020","11/10/2020","Actual","FOK",68,43,61,43
"11/11/2020","11/10/2020","Actual","FRG",70,50,63,49
"11/11/2020","11/10/2020","Actual","GFL",69,33,59,32
"11/11/2020","11/10/2020","Actual","HPN",72,48,63,47
"11/11/2020","11/10/2020","Actual","IAG",75,48,62,45
"11/11/2020","11/10/2020","Actual","ISP",68,50,62,50
"11/11/2020","11/10/2020","Actual","ITH",75,54,62,52
"11/11/2020","11/10/2020","Actual","JFK",68,52,62,51
"11/11/2020","11/10/2020","Actual","LGA",75,59,63,56
"11/11/2020","11/10/2020","Actual","MSS",74,38,61,37
"11/11/2020","11/10/2020","Actual","MSV",72,43,61,43
"11/11/2020","11/10/2020","Actual","NYC",74,61,63,56
"11/11/2020","11/10/2020","Actual","PLB",71,42,60,40
"11/11/2020","11/10/2020","Actual","POU",76,41,62,39
"11/11/2020","11/10/2020","Actual","ROC",78,49,63,45
"11/11/2020","11/10/2020","Actual","SLK",70,30,58,30
"11/11/2020","11/10/2020","Actual","SWF",73,48,64,47
"11/11/2020","11/10/2020","Actual","SYR",78,41,63,40
"11/11/2020","11/10/2020","Actual","UCA",75,40,63,40
"11/11/2020","11/11/2020","Forecast","ALB",68,58,64,56
"11/11/2020","11/11/2020","Forecast","ART",67,46,62,43
"11/11/2020","11/11/2020","Forecast","BGM",63,55,61,52
"11/11/2020","11/11/2020","Forecast","BUF",69,44,62,40
"11/11/2020","11/11/2020","Forecast","ELM",67,51,63,49
"11/11/2020","11/11/2020","Forecast","ELZ",62,47,60,44
"11/11/2020","11/11/2020","Forecast","FOK",68,59,65,58
"11/11/2020","11/11/2020","Forecast","FRG",69,62,65,60
"11/11/2020","11/11/2020","Forecast","GFL",66,43,63,42
"11/11/2020","11/11/2020","Forecast","HPN",68,54,64,54
"11/11/2020","11/11/2020","Forecast","IAG",65,41,60,38
