"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"11/20/2020","11/17/2020","Actual","ALB",39,28,35,27
"11/20/2020","11/17/2020","Actual","ART",40,23,34,20
"11/20/2020","11/17/2020","Actual","BGM",34,25,32,23
"11/20/2020","11/17/2020","Actual","BUF",39,31,34,26
"11/20/2020","11/17/2020","Actual","ELM",40,31,35,26
"11/20/2020","11/17/2020","Actual","ELZ",33,24,30,21
"11/20/2020","11/17/2020","Actual","FOK",49,23,40,22
"11/20/2020","11/17/2020","Actual","FRG",50,34,41,32
"11/20/2020","11/17/2020","Actual","GFL",42,31,36,26
"11/20/2020","11/17/2020","Actual","HPN",44,34,39,29
"11/20/2020","11/17/2020","Actual","IAG",37,29,33,26
"11/20/2020","11/17/2020","Actual","ISP",49,33,40,31
"11/20/2020","11/17/2020","Actual","ITH",37,28,34,25
"11/20/2020","11/17/2020","Actual","JFK",49,38,41,32
"11/20/2020","11/17/2020","Actual","LGA",50,40,41,33
"11/20/2020","11/17/2020","Actual","MSS",38,20,34,17
"11/20/2020","11/17/2020","Actual","MSV",37,23,34,22
"11/20/2020","11/17/2020","Actual","NYC",50,37,40,31
"11/20/2020","11/17/2020","Actual","PLB",39,26,34,22
"11/20/2020","11/17/2020","Actual","POU",43,31,38,29
"11/20/2020","11/17/2020","Actual","ROC",37,28,35,26
"11/20/2020","11/17/2020","Actual","SLK",32,19,29,17
"11/20/2020","11/17/2020","Actual","SWF",41,30,38,27
"11/20/2020","11/17/2020","Actual","SYR",40,30,35,26
"11/20/2020","11/17/2020","Actual","UCA",37,28,34,26
"11/20/2020","11/18/2020","Actual","ALB",28,17,26,16
"11/20/2020","11/18/2020","Actual","ART",27,17,24,15
"11/20/2020","11/18/2020","Actual","BGM",25,19,23,17
"11/20/2020","11/18/2020","Actual","BUF",35,27,31,23
"11/20/2020","11/18/2020","Actual","ELM",33,22,28,21
"11/20/2020","11/18/2020","Actual","ELZ",28,20,25,18
"11/20/2020","11/18/2020","Actual","FOK",38,22,33,20
"11/20/2020","11/18/2020","Actual","FRG",37,29,30,25
"11/20/2020","11/18/2020","Actual","GFL",30,17,25,15
"11/20/2020","11/18/2020","Actual","HPN",33,24,28,21
"11/20/2020","11/18/2020","Actual","IAG",34,26,29,22
"11/20/2020","11/18/2020","Actual","ISP",37,26,31,23
"11/20/2020","11/18/2020","Actual","ITH",26,18,25,17
"11/20/2020","11/18/2020","Actual","JFK",36,30,30,25
"11/20/2020","11/18/2020","Actual","LGA",39,33,32,27
"11/20/2020","11/18/2020","Actual","MSS",25,14,20,12
"11/20/2020","11/18/2020","Actual","MSV",28,16,24,15
"11/20/2020","11/18/2020","Actual","NYC",36,31,30,26
"11/20/2020","11/18/2020","Actual","PLB",24,16,20,14
"11/20/2020","11/18/2020","Actual","POU",34,20,28,18
"11/20/2020","11/18/2020","Actual","ROC",30,24,28,21
"11/20/2020","11/18/2020","Actual","SLK",19,4,16,3
"11/20/2020","11/18/2020","Actual","SWF",32,23,27,21
"11/20/2020","11/18/2020","Actual","SYR",29,22,26,20
"11/20/2020","11/18/2020","Actual","UCA",26,17,24,16
"11/20/2020","11/19/2020","Actual","ALB",41,18,36,17
"11/20/2020","11/19/2020","Actual","ART",56,28,43,25
"11/20/2020","11/19/2020","Actual","BGM",45,22,36,20
"11/20/2020","11/19/2020","Actual","BUF",62,34,46,30
"11/20/2020","11/19/2020","Actual","ELM",54,20,42,19
"11/20/2020","11/19/2020","Actual","ELZ",56,27,42,25
"11/20/2020","11/19/2020","Actual","FOK",50,16,46,15
"11/20/2020","11/19/2020","Actual","FRG",49,25,42,22
"11/20/2020","11/19/2020","Actual","GFL",42,15,34,14
"11/20/2020","11/19/2020","Actual","HPN",45,23,37,20
"11/20/2020","11/19/2020","Actual","IAG",60,34,47,31
"11/20/2020","11/19/2020","Actual","ISP",48,23,42,21
"11/20/2020","11/19/2020","Actual","ITH",46,20,38,19
"11/20/2020","11/19/2020","Actual","JFK",48,29,40,24
"11/20/2020","11/19/2020","Actual","LGA",50,33,39,27
"11/20/2020","11/19/2020","Actual","MSS",51,19,40,17
"11/20/2020","11/19/2020","Actual","MSV",43,15,35,14
"11/20/2020","11/19/2020","Actual","NYC",48,30,39,25
"11/20/2020","11/19/2020","Actual","PLB",39,16,33,14
"11/20/2020","11/19/2020","Actual","POU",46,19,37,18
"11/20/2020","11/19/2020","Actual","ROC",61,29,46,27
"11/20/2020","11/19/2020","Actual","SLK",46,10,37,9
"11/20/2020","11/19/2020","Actual","SWF",45,23,37,21
"11/20/2020","11/19/2020","Actual","SYR",55,26,42,24
"11/20/2020","11/19/2020","Actual","UCA",48,20,39,19
"11/20/2020","11/20/2020","Forecast","ALB",54,41,45,36
