"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"02/21/2020","02/18/2020","Actual","ALB",40,23,37,19
"02/21/2020","02/18/2020","Actual","ART",42,18,38,15
"02/21/2020","02/18/2020","Actual","BGM",38,27,37,24
"02/21/2020","02/18/2020","Actual","BUF",44,30,42,27
"02/21/2020","02/18/2020","Actual","ELM",43,29,40,27
"02/21/2020","02/18/2020","Actual","ELZ",39,31,39,27
"02/21/2020","02/18/2020","Actual","FOK",47,26,47,24
"02/21/2020","02/18/2020","Actual","FRG",48,36,45,31
"02/21/2020","02/18/2020","Actual","GFL",34,13,34,11
"02/21/2020","02/18/2020","Actual","HPN",41,33,39,28
"02/21/2020","02/18/2020","Actual","IAG",41,27,40,25
"02/21/2020","02/18/2020","Actual","ISP",46,34,46,30
"02/21/2020","02/18/2020","Actual","ITH",39,27,38,24
"02/21/2020","02/18/2020","Actual","JFK",48,37,46,31
"02/21/2020","02/18/2020","Actual","LGA",45,37,42,31
"02/21/2020","02/18/2020","Actual","MSS",43,-3,39,-4
"02/21/2020","02/18/2020","Actual","MSV",34,27,34,24
"02/21/2020","02/18/2020","Actual","NYC",47,38,43,32
"02/21/2020","02/18/2020","Actual","PLB",38,6,34,5
"02/21/2020","02/18/2020","Actual","POU",42,27,39,24
"02/21/2020","02/18/2020","Actual","ROC",44,25,40,22
"02/21/2020","02/18/2020","Actual","SLK",36,-2,34,-3
"02/21/2020","02/18/2020","Actual","SWF",41,28,40,25
"02/21/2020","02/18/2020","Actual","SYR",43,26,39,23
"02/21/2020","02/18/2020","Actual","UCA",39,21,36,19
"02/21/2020","02/19/2020","Actual","ALB",40,25,36,21
"02/21/2020","02/19/2020","Actual","ART",35,22,31,18
"02/21/2020","02/19/2020","Actual","BGM",34,18,31,17
"02/21/2020","02/19/2020","Actual","BUF",34,23,30,20
"02/21/2020","02/19/2020","Actual","ELM",37,25,33,21
"02/21/2020","02/19/2020","Actual","ELZ",29,16,26,14
"02/21/2020","02/19/2020","Actual","FOK",47,30,42,26
"02/21/2020","02/19/2020","Actual","FRG",49,35,44,29
"02/21/2020","02/19/2020","Actual","GFL",37,13,34,11
"02/21/2020","02/19/2020","Actual","HPN",44,28,41,24
"02/21/2020","02/19/2020","Actual","IAG",31,21,28,18
"02/21/2020","02/19/2020","Actual","ISP",47,33,43,28
"02/21/2020","02/19/2020","Actual","ITH",35,21,32,20
"02/21/2020","02/19/2020","Actual","JFK",49,35,46,29
"02/21/2020","02/19/2020","Actual","LGA",47,34,44,28
"02/21/2020","02/19/2020","Actual","MSS",37,7,32,6
"02/21/2020","02/19/2020","Actual","MSV",35,21,35,19
"02/21/2020","02/19/2020","Actual","NYC",48,34,44,28
"02/21/2020","02/19/2020","Actual","PLB",37,13,31,10
"02/21/2020","02/19/2020","Actual","POU",44,27,38,23
"02/21/2020","02/19/2020","Actual","ROC",35,24,30,21
"02/21/2020","02/19/2020","Actual","SLK",31,2,27,1
"02/21/2020","02/19/2020","Actual","SWF",43,27,39,24
"02/21/2020","02/19/2020","Actual","SYR",37,22,33,21
"02/21/2020","02/19/2020","Actual","UCA",36,22,32,19
"02/21/2020","02/20/2020","Actual","ALB",30,21,24,17
"02/21/2020","02/20/2020","Actual","ART",22,6,19,5
"02/21/2020","02/20/2020","Actual","BGM",23,10,19,9
"02/21/2020","02/20/2020","Actual","BUF",24,19,20,16
"02/21/2020","02/20/2020","Actual","ELM",28,14,22,13
"02/21/2020","02/20/2020","Actual","ELZ",19,11,16,10
"02/21/2020","02/20/2020","Actual","FOK",34,17,27,15
"02/21/2020","02/20/2020","Actual","FRG",36,29,28,24
"02/21/2020","02/20/2020","Actual","GFL",27,0,21,-1
"02/21/2020","02/20/2020","Actual","HPN",33,23,26,19
"02/21/2020","02/20/2020","Actual","IAG",24,16,20,14
"02/21/2020","02/20/2020","Actual","ISP",35,26,28,22
"02/21/2020","02/20/2020","Actual","ITH",22,14,21,13
"02/21/2020","02/20/2020","Actual","JFK",36,28,28,22
"02/21/2020","02/20/2020","Actual","LGA",35,29,27,23
"02/21/2020","02/20/2020","Actual","MSS",13,-4,10,-5
"02/21/2020","02/20/2020","Actual","MSV",27,14,22,12
"02/21/2020","02/20/2020","Actual","NYC",35,27,27,22
"02/21/2020","02/20/2020","Actual","PLB",18,0,15,-1
"02/21/2020","02/20/2020","Actual","POU",35,21,27,17
"02/21/2020","02/20/2020","Actual","ROC",23,18,20,16
"02/21/2020","02/20/2020","Actual","SLK",13,-12,10,-13
"02/21/2020","02/20/2020","Actual","SWF",34,19,26,18
"02/21/2020","02/20/2020","Actual","SYR",23,18,22,16
